issuer,"total_certs","risky_certs","risk_percent",tier,zscore
"/C=DE/ST=Sachsen/L=Dresden/O=Technische Universitaet Dresden/CN=TU Dresden CA",2873,10,"0.35",tier2,"-0.367"
"/C=JP/O=SECOM Trust Systems CO.,LTD./CN=SECOM Passport for Web EV 2.0 CA",2347,8,"0.34",tier2,"-0.369"
"/C=CA/O=AffirmTrust/OU=See www.affirmtrust.com\\/repository/CN=AffirmTrust Certificate Authority - DV1",8455,28,"0.33",tier2,"-0.370"
"/C=GB/O=Sectigo Limited/CN=Sectigo SHA-256 EV Secure Server CA 2",1512,5,"0.33",tier2,"-0.370"
"/C=US/O=DigiCert Inc/OU=www.digicert.com/CN=Secure Site Pro CA G2",5035,16,"0.32",tier2,"-0.372"
"/C=US/O=GeoTrust Inc./OU=Domain Validated SSL/CN=GeoTrust DV SSL CA - G3",4362,13,"0.30",tier2,"-0.375"
"/C=BE/O=GlobalSign nv-sa/CN=GlobalSign ECC OV SSL CA 2018",9458,26,"0.27",tier2,"-0.379"
"/C=BE/O=Globalsign nv-sa/CN=GlobalSign Atlas R3 AlphaSSL CA 2022 Q2",2917,8,"0.27",tier2,"-0.379"
"/C=ES/O=FNMT-RCM/OU=AC Componentes Inform\\xC3\\xA1ticos",2344,6,"0.26",tier2,"-0.381"
"/CN=Apple IST CA 2 - G1/OU=Certification Authority/O=Apple Inc./C=US",8436,22,"0.26",tier2,"-0.381"
"/C=KR/O=Government of Korea/OU=GPKI/CN=CA134100031",1810,4,"0.22",tier2,"-0.386"
"/C=BR/O=ICP-Brasil/OU=Autoridade Certificadora Raiz Brasileira v10/CN=Autoridade Certificadora do SERPRO SSLv1",2375,5,"0.21",tier2,"-0.388"
"/C=JP/O=Cybertrust Japan Co., Ltd./CN=Cybertrust Japan Secure Server CA",1893,4,"0.21",tier2,"-0.388"
"/C=US/O=GeoTrust Inc./CN=RapidSSL SHA256 CA - G2",5233,11,"0.21",tier2,"-0.388"
"/C=US/O=thawte, Inc./CN=thawte SSL CA - G2",4187,9,"0.21",tier2,"-0.388"
"/C=US/O=IdenTrust/OU=TrustID Server/CN=TrustID Server CA A52",2550,5,"0.20",tier2,"-0.389"
"/C=ES/OU=AC CAMERFIRMA/O=AC Camerfirma S.A./serialNumber=A82743287/L=Madrid (see current address at https:\\/\\/www.camerfirma.com\\/address)/CN=Camerfirma Corporate Server II - 2015",3138,6,"0.19",tier2,"-0.391"
"/C=IT/ST=Bergamo/L=Ponte San Pietro/O=Actalis S.p.A./CN=Actalis Extended Validation Server CA G3",2139,4,"0.19",tier2,"-0.391"
"/CN=Atos TrustedRoot Server-CA 2019/O=Atos/C=DE",5231,10,"0.19",tier2,"-0.391"
"/C=FI/O=Vaestorekisterikeskus CA/OU=Palveluvarmenteet/CN=VRK CA for Service Providers - G3",1681,3,"0.18",tier2,"-0.392"
"/C=US/O=GeoTrust Inc./CN=GeoTrust SHA256 SSL CA",1115,2,"0.18",tier2,"-0.392"
"/C=FR/O=DHIMYOTIS/OU=0002 48146308100036/organizationIdentifier=NTRFR-48146308100036/CN=Certigna Wild CA",6421,10,"0.16",tier2,"-0.395"
"/C=IE/ST=County Dublin/L=Dublin/O=Digi-Sign Limited/CN=Digi-Sign CA Digi-SSL",1848,3,"0.16",tier2,"-0.395"
"/C=BE/O=Globalsign nv-sa/CN=GlobalSign Atlas R3 AlphaSSL CA 2022 Q3",5232,8,"0.15",tier2,"-0.397"
"/C=GR/L=Thessaloniki/O=Aristotle University of Thessaloniki/CN=Aristotle University of Thessaloniki SSL RSA SubCA R2",1377,2,"0.15",tier2,"-0.397"
"/C=NL/O=QuoVadis Trustlink B.V./CN=QuoVadis Qualified Web ICA G2",2658,4,"0.15",tier2,"-0.397"
"/C=NL/O=Trust Provider B.V./OU=Domain Validated SSL/CN=Trust Provider B.V. DV SSL CA - G2",1309,2,"0.15",tier2,"-0.397"
"/C=US/O=DigiCert Inc/OU=www.digicert.com/CN=DigiCert CN RSA CA G1",1340,2,"0.15",tier2,"-0.397"
"/C=US/O=DigiCert Inc/OU=www.digicert.com/CN=Secure Site Pro Extended Validation CA G2",4119,6,"0.15",tier2,"-0.397"
"/C=US/O=VeriSign, Inc./OU=VeriSign Trust Network/OU=Terms of use at https:\\/\\/www.verisign.com\\/rpa (c)10/CN=VeriSign Class 3 Secure Server CA - G3",1351,2,"0.15",tier2,"-0.397"
"/C=CA/O=AffirmTrust/OU=See www.affirmtrust.com\\/repository/CN=AffirmTrust Extended Validation CA - EV1",6526,9,"0.14",tier2,"-0.398"
"/C=US/O=thawte, Inc./CN=thawte EV SSL CA - G3",2941,4,"0.14",tier2,"-0.398"
"/C=HK/ST=Hong Kong/L=Hong Kong/O=Hongkong Post/CN=Hongkong Post e-Cert CA 1 - 15",1497,2,"0.13",tier2,"-0.400"
"/C=DE/ST=Bayern/L=Muenchen/O=Max-Planck-Gesellschaft/CN=MPG CA - G02",9140,11,"0.12",tier2,"-0.401"
"/C=US/O=HydrantID (Avalanche Cloud Corporation)/CN=HydrantID EV SSL CA G2",2509,3,"0.12",tier2,"-0.401"
"/C=US/O=Thawte, Inc./OU=Domain Validated SSL/CN=Thawte DV SSL CA",2427,3,"0.12",tier2,"-0.401"
"/C=US/O=thawte, Inc./OU=Domain Validated SSL/CN=thawte DV SSL SHA256 CA",3574,4,"0.11",tier2,"-0.403"
"/C=JP/O=Cybertrust Japan Co., Ltd./CN=Cybertrust Japan Extended Validation Server CA",1046,1,"0.10",tier2,"-0.404"
"/C=PL/O=Krajowa Izba Rozliczeniowa S.A./CN=SZAFIR Trusted CA2",1002,1,"0.10",tier2,"-0.404"
"/C=US/O=GeoTrust Inc./CN=GeoTrust SSL CA - G3",5192,5,"0.10",tier2,"-0.404"
"/C=US/O=Thawte, Inc./CN=Thawte SSL CA",1908,2,"0.10",tier2,"-0.404"
"/C=DE/O=Deutsche Post AG/CN=DPDHL Global TLS CA - I5",5615,5,"0.09",tier2,"-0.406"
"/C=SK/L=Bratislava/O=Disig a.s./CN=CA Disig R2I2 Certification Service",1116,1,"0.09",tier2,"-0.406"
"/C=IT/ST=Bergamo/L=Ponte San Pietro/O=Actalis S.p.A.\\/03358520967/CN=Actalis Organization Validated Server CA G2",6561,5,"0.08",tier2,"-0.407"
"/C=IT/ST=Roma/L=Pomezia/O=TI Trust Technologies S.R.L./CN=TI Trust Technologies OV CA",2391,2,"0.08",tier2,"-0.407"
"/C=NL/O=GEANT Vereniging/CN=GEANT EV RSA CA 4",9524,8,"0.08",tier2,"-0.407"
"/C=NL/O=GEANT Vereniging/CN=GEANT eScience SSL CA 4",4842,4,"0.08",tier2,"-0.407"
"/C=US/O=DigiCert Inc/OU=www.digicert.com/CN=Secure Site CA",1205,1,"0.08",tier2,"-0.407"
"/C=CN/O=Beijing Xinchacha Credit Management Co., Ltd./CN=XinChaCha Trust SSL Organization Validated",2856,2,"0.07",tier2,"-0.409"
"/C=US/O=Entrust, Inc./OU=See www.entrust.net\\/legal-terms/OU=(c) 2016 Entrust, Inc. - for authorized use only/CN=Entrust Certification Authority - L1F",5939,4,"0.07",tier2,"-0.409"
"/C=BE/O=QuoVadis Trustlink BVBA/CN=QuoVadis Europe SSL CA G1",1774,1,"0.06",tier2,"-0.410"
"/C=US/O=GeoTrust Inc./OU=Domain Validated SSL/CN=GeoTrust DV SSL SHA256 CA",1796,1,"0.06",tier2,"-0.410"
"/C=US/ST=Washington/L=Redmond/O=Microsoft Corporation/OU=Microsoft IT/CN=Microsoft IT SSL SHA2",1806,1,"0.06",tier2,"-0.410"
"/C=CZ/organizationIdentifier=NTRCZ-47114983/O=\\xC4\\x8Cesk\\xC3\\xA1 po\\xC5\\xA1ta, s.p./CN=PostSignum Public CA 5",1903,1,"0.05",tier2,"-0.412"
"/C=IT/ST=Bergamo/L=Ponte San Pietro/O=Actalis S.p.A.\\/03358520967/CN=Actalis Organization Validated Server CA G1",1978,1,"0.05",tier2,"-0.412"
"/C=DE/O=Fiducia & GAD IT AG/OU=VR IDENT/CN=VR IDENT SSL CA 2018",5223,2,"0.04",tier2,"-0.413"
"/C=NL/O=KPN B.V./CN=KPN PKIoverheid Organisatie CA - G2",5446,2,"0.04",tier2,"-0.413"
"/C=US/O=U.S. Government/OU=DoD/OU=PKI/CN=DOD ID SW CA-38",2293,1,"0.04",tier2,"-0.413"
"/C=BR/O=Rede Nacional de Ensino e Pesquisa - RNP/CN=RNP ICPEdu OV SSL CA 2019",9854,3,"0.03",tier2,"-0.414"
"/C=BR/O=Rede Nacional de Ensino e Pesquisa - RNP/OU=Gerencia de Servicos (GSer)/L=Rio de Janeiro/ST=Rio de Janeiro/CN=RNP ICPEdu OV SSL CA 2019",5296,1,"0.02",tier2,"-0.416"
"/C=BR/ST=Rio de Janeiro/L=Rio de Janeiro/OU=Gerencia de Servicos (GSer)/O=Rede Nacional de Ensino e Pesquisa - RNP/CN=ICPEdu",4794,1,"0.02",tier2,"-0.416"
"/C=TW/O=\\xE8\\xA1\\x8C\\xE6\\x94\\xBF\\xE9\\x99\\xA2/OU=\\xE6\\x94\\xBF\\xE5\\xBA\\x9C\\xE6\\x86\\x91\\xE8\\xAD\\x89\\xE7\\xAE\\xA1\\xE7\\x90\\x86\\xE4\\xB8\\xAD\\xE5\\xBF\\x83",8692,2,"0.02",tier2,"-0.416"
"/C=GB/ST=Greater Manchester/L=Salford/O=COMODO CA Limited/CN=COMODO ECC Organization Validation Secure Server CA",6888,1,"0.01",tier2,"-0.417"
"/CN=ACCVCA-120/OU=PKIACCV/O=ACCV/C=ES",6842,1,"0.01",tier2,"-0.417"
"/C=BE/O=GlobalSign nv-sa/CN=GlobalSign Atlas ECCR5 OV TLS CA 2022 Q1",2829,"0.0","0.0",tier2,"-0.42"
"/C=BE/O=GlobalSign nv-sa/CN=GlobalSign Atlas ECCR5 OV TLS CA 2022 Q2",2494,"0.0","0.0",tier2,"-0.42"
"/C=BE/O=GlobalSign nv-sa/CN=GlobalSign Atlas ECCR5 OV TLS CA 2022 Q3",1839,"0.0","0.0",tier2,"-0.42"
"/C=BE/O=GlobalSign nv-sa/CN=GlobalSign Atlas ECCR5 OV TLS CA H2 2021",5266,"0.0","0.0",tier2,"-0.42"
"/C=BE/O=GlobalSign nv-sa/CN=GlobalSign Extended Validation CA - SHA256 - G2",1666,"0.0","0.0",tier2,"-0.42"
"/C=BE/O=GlobalSign nv-sa/CN=GlobalSign HV RSA DV SSL CA 2018",5454,"0.0","0.0",tier2,"-0.42"
"/C=BE/O=GlobalSign nv-sa/CN=GlobalSign Organization Validated CA - SHA256 - G4",3144,"0.0","0.0",tier2,"-0.42"
"/C=BE/O=GlobalSign nv-sa/CN=GlobalSign Organization Validated ECC CA - SHA256 - G4",2957,"0.0","0.0",tier2,"-0.42"
"/C=BE/O=GlobalSign nv-sa/CN=GlobalSign PersonalSign 2 CA - G2",1192,"0.0","0.0",tier2,"-0.42"
"/C=BR/O=ICP-Brasil/OU=Secretaria da Receita Federal do Brasil - RFB/CN=Autoridade Certificadora do SERPRORFB SSL",3891,"0.0","0.0",tier2,"-0.42"
"/C=CH/O=Swiss Government PKI/OU=Services/OU=Certification Authorities/CN=Swiss Government Public Trust Standard CA 02",1234,"0.0","0.0",tier2,"-0.42"
"/C=DE/O=Deutsche Post AG/L=Bonn/ST=Nordrhein-Westfalen/CN=DPDHL Global TLS CA - I4",1702,"0.0","0.0",tier2,"-0.42"
"/C=DE/O=Fiducia & GAD IT AG/OU=VR IDENT/CN=VR IDENT EV SSL CA 2018",1544,"0.0","0.0",tier2,"-0.42"
"/C=DE/ST=Baden-Wuerttemberg/L=Karlsruhe/O=Karlsruhe Institute of Technology/CN=KIT-CA",5572,"0.0","0.0",tier2,"-0.42"
"/C=DE/ST=Bayern/L=Muenchen/O=Siemens/serialNumber=ZZZZZZB9/OU=Siemens Trust Center/CN=Siemens Issuing CA Internet Server 2017",3764,"0.0","0.0",tier2,"-0.42"
"/C=ES/O=CONSORCI ADMINISTRACIO OBERTA DE CATALUNYA/OU=Serveis P\\xC3\\xBAblics de Certificaci\\xC3\\xB3/CN=EC-SectorPublic",2520,"0.0","0.0",tier2,"-0.42"
"/C=ES/OU=AC CAMERFIRMA/O=AC Camerfirma S.A./serialNumber=A82743287/L=Madrid (see current address at https:\\/\\/www.camerfirma.com\\/address)/CN=Camerfirma AAPP II - 2014",1401,"0.0","0.0",tier2,"-0.42"
"/C=FI/O=Vaestorekisterikeskus CA/OU=Sosiaali- ja terveydenhuollon palveluvarmenteet/CN=VRK CA for Social Welfare and Health Care Service Providers",1480,"0.0","0.0",tier2,"-0.42"
"/C=AE/O=Etisalat/OU=Etisalat eBusiness Services/CN=Comtrust Server Certification Authority",1,1,"100.00",tier1,"36.77"
"/C=DE/O=EUNETIC GmbH/CN=EuropeanSSL Server CA",1,1,"100.00",tier1,"36.77"
"/C=US/O=INTEGRITY Security Services LLC/CN=ISSAuth RSA DV CA",2,2,"100.00",tier1,"36.77"
"/C=GB/O=Quantum CA Limited/CN=Quantum Secure Site EV TLS RSA R1",3,2,"66.67",tier1,"24.49"
"/C=MA/ST=Marrakech/L=Marrakech/O=Genious Communications/CN=GENIOUS ECC Domain Validation Secure Server CA",2,1,"50.00",tier1,"18.35"
"/C=MA/ST=Marrakech/L=Marrakech/O=Genious Communications/OU=Controlled by Sectigo exclusively for Genious Communications/CN=GENIOUS RSA Extended Validation Secure Server CA",4,2,"50.00",tier1,"18.35"
"/C=SG/ST=Singapore/L=Singapore/O=One Sign Pte. Ltd./CN=OneSignSSL ECC DV Secure Server CA",2,1,"50.00",tier1,"18.35"
"/C=US/O=DNEncrypt, Inc/CN=DNEncrypt ECC DV SSL\\/TLS  [Run by the Issuer]",2,1,"50.00",tier1,"18.35"
"/C=US/O=DigiCert, Inc./CN=DigiCert High Assurance TLS Hybrid ECC SHA256 2020 CA1",2,1,"50.00",tier1,"18.35"
"/C=VN/O=Hao Quang Viet Software Company Limited/CN=MuaSSL.com TLS Issuing ECC CA R1",10,5,"50.00",tier1,"18.35"
"/C=VN/O=Hao Quang Viet Software Company Limited/CN=MuaSSL.com TLS Issuing RSA CA R1",307,136,"44.30",tier1,"16.25"
"/C=US/O=TrustOcean Limited/CN=CrazySSL RSA CA",173,73,"42.20",tier1,"15.47"
"/C=GB/ST=London/L=Croydon/O=The Trustico Group Ltd/CN=Trustico ECC DV CA",149,61,"40.94",tier1,"15.01"
"/C=US/O=DigiCert Inc/OU=www.digicert.com/CN=Encryption Everywhere ECC DV TLS CA",348,129,"37.07",tier1,"13.58"
"/C=BE/O=GlobalSign nv-sa/CN=GlobalSign Atlas R3 DV ACME CA H2 2021",6,2,"33.33",tier1,"12.21"
"/C=US/O=DigiCert Inc/CN=Thawte EV RSA CN CA G2",3,1,"33.33",tier1,"12.21"
"/C=SG/ST=Singapore/L=Singapore/O=One Sign Pte. Ltd./CN=OneSignSSL RSA DV Secure Server CA",685,225,"32.85",tier1,"12.03"
"/C=CN/O=CerSign Technology Limited/CN=CerSign DV SSL CA",609,163,"26.77",tier1,"9.789"
"/C=CN/O=CerSign Technology Limited/CN=CerSign OV SSL CA",4,1,"25.00",tier1,"9.136"
"/C=IR/O=Pardazeshgaran Shahr Hooshmand Yekta Co./CN=Yekta Domain Validated SSL CA 1",79,19,"24.05",tier1,"8.786"
"/C=CA/O=Nyatwork Communication Ltd/CN=Nyatwork",267,62,"23.22",tier1,"8.480"
"/C=CY/O=3CX/CN=3CX CA RSA R1",22,5,"22.73",tier1,"8.300"
"/C=US/O=DNEncrypt, Inc/CN=DNEncrypt SHA2 DV SSL\\/TLS  [Run by the Issuer]",330,71,"21.52",tier1,"7.854"
"/C=US/O=TrustOcean Limited/CN=TrustOcean Organization Validation SSL CA",14,3,"21.43",tier1,"7.821"
"/C=US/ST=Texas/L=Houston/O=SSL Corporation/CN=SSL.com ECC SSL subCA",14,3,"21.43",tier1,"7.821"
"/C=SG/O=CertCloud Pte. Ltd./CN=CertCloud ECC TLS CA",19,4,"21.05",tier1,"7.681"
"/C=CN/O=ZoTrus Technology Limited/CN=ZoTrus ECC DV SSL CA",144,29,"20.14",tier1,"7.346"
"/C=CN/O=Suzhou Qiduo Information Technology Co., Ltd./OU=Domain Validated SSL/CN=QIDUOCA 2018 DV SSL",5,1,"20.00",tier1,"7.294"
"/C=IN/ST=Karnataka/L=Bengaluru/O=eMudhra Technologies Limited/CN=eMudhra ECC Domain Validation Secure Server CA",5,1,"20.00",tier1,"7.294"
"/C=CN/O=sslTrus/CN=sslTrus (RSA) DV CA",942,181,"19.21",tier1,"7.003"
